Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [96] global constructors keyed to _ZN13PsCourseworkI18LandscapePpmWriterC2ERNS_9LandscapeE [126] PsCourseworkI::operator==(PsCourseworkI::Size const&, PsCourseworkI::Size const&) [78] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long)
  [97] global constructors keyed to _ZN13PsCourseworkI4CellC2Ev [63] __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [54] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator()
  [98] global constructors keyed to _ZN13PsCourseworkI7AppArgsC2EiPPc [64] __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [79] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&)
  [99] global constructors keyed to _ZN13PsCourseworkI7BmpFileC2ESs [65] __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [80] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base()
 [100] global constructors keyed to _ZN13PsCourseworkI7PpmFileC2ERKSsRKNS_4SizeEj [66] __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [139] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long)
 [101] global constructors keyed to _ZN13PsCourseworkI9AppConfigC2ERKSs [51] __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [140] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl()
 [102] global constructors keyed to _ZN13PsCourseworkI9LandscapeC2ERKNS_9AppConfigE [127] __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [141] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl()
 [103] global constructors keyed to main [128] __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [81] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long)
 [104] __static_initialization_and_destruction_0(int, int) [129] __gnu_cxx::new_allocator<unsigned int>::new_allocator() [49] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator()
 [105] __static_initialization_and_destruction_0(int, int) [130] __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [142] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base()
 [106] __static_initialization_and_destruction_0(int, int) [67] __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&) [143] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
 [107] __static_initialization_and_destruction_0(int, int) [131] __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [55] std::__miter_base<unsigned int*, false>::__b(unsigned int*)
 [108] __static_initialization_and_destruction_0(int, int) [132] PsCourseworkI::AppArgs::GetCfgFilename() const [47] std::__niter_base<unsigned int*, false>::__b(unsigned int*)
 [109] __static_initialization_and_destruction_0(int, int) [133] PsCourseworkI::AppArgs::GetMapFilename() const [82] unsigned int* std::__uninitialized_copy<true>::uninitialized_copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
 [110] __static_initialization_and_destruction_0(int, int) [41] PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [83] void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&)
 [111] __static_initialization_and_destruction_0(int, int) [28] PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [144] void std::__uninitialized_fill_n<true>::uninitialized_fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&)
  [17] PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [134] PsCourseworkI::Array2D<unsigned int>::GetSize() const [84] std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&)
 [112] PsCourseworkI::LandscapePpmWriter::LandscapePpmWriter(PsCourseworkI::Landscape&) [32] PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [13] std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&)
  [61] PsCourseworkI::Cell::Cell() [135] PsCourseworkI::BmpFile::GetArray() const [85] std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector()
 [113] PsCourseworkI::Cell::Cell(bool, double, double) [36] PsCourseworkI::AppConfig::GetT() const [4] std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::operator[](unsigned long)
  [40] PsCourseworkI::Size::Size(unsigned int, unsigned int) [11] PsCourseworkI::AppConfig::Geta() const [145] std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&)
 [114] PsCourseworkI::Size::operator=(PsCourseworkI::Size const&) [6] PsCourseworkI::AppConfig::Getb() const [146] std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*)
  [26] PsCourseworkI::Pixel::Pixel(unsigned char, unsigned char, unsigned char) [15] PsCourseworkI::AppConfig::Getk() const [147] std::vector<unsigned int, std::allocator<unsigned int> >::end()
 [115] PsCourseworkI::AppArgs::AppArgs(int, char**) [12] PsCourseworkI::AppConfig::Getl() const [148] std::vector<unsigned int, std::allocator<unsigned int> >::begin()
 [116] PsCourseworkI::AppArgs::~AppArgs() [14] PsCourseworkI::AppConfig::Getm() const [149] std::vector<unsigned int, std::allocator<unsigned int> >::clear()
   [7] PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [9] PsCourseworkI::AppConfig::Getr() const [150] std::vector<unsigned int, std::allocator<unsigned int> >::insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&)
  [62] PsCourseworkI::Array2D<PsCourseworkI::Cell>::~Array2D() [56] PsCourseworkI::AppConfig::GetNx() const [151] std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int)
   [3] PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [16] PsCourseworkI::AppConfig::GetNy() const [152] std::vector<unsigned int, std::allocator<unsigned int> >::vector()
 [117] PsCourseworkI::Array2D<unsigned int>::Resize(PsCourseworkI::Size const&) [8] PsCourseworkI::AppConfig::GetTT() const [153] std::vector<unsigned int, std::allocator<unsigned int> >::~vector()
 [118] PsCourseworkI::Array2D<unsigned int>::Array2D() [10] PsCourseworkI::AppConfig::Getdt() const [35] std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long)
 [119] PsCourseworkI::Array2D<unsigned int>::~Array2D() [45] PsCourseworkI::Landscape::GetArray() const [30] void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&)
  [34] PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [68] __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [154] __gnu_cxx::__enable_if<std::__is_scalar<unsigned int>::__value, unsigned int*>::__type std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&)
 [120] PsCourseworkI::BmpFile::BmpFile(std::string) [57] __gnu_cxx::new_allocator<unsigned int>::max_size() const [86] unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
 [121] PsCourseworkI::BmpFile::~BmpFile() [52] __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [87] unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
  [27] PsCourseworkI::PpmFile::WritePixel(PsCourseworkI::Pixel const&) [69] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [88] unsigned int* std::uninitialized_copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
  [42] PsCourseworkI::PpmFile::Finalise() [29] std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::operator[](unsigned long) const [89] void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&)
  [43] PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [136] std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [155] void std::uninitialized_fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&)
  [44] PsCourseworkI::PpmFile::~PpmFile() [48] std::vector<unsigned int, std::allocator<unsigned int> >::size() const [90] unsigned int* std::__uninitialized_copy_a<unsigned int*, unsigned int*, unsigned int>(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  [50] PsCourseworkI::AppConfig::StringToInt(std::string const&) [70] std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [91] unsigned int* std::__uninitialized_move_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  [39] PsCourseworkI::AppConfig::RemoveComment(std::string&) [33] std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [92] void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&)
  [46] PsCourseworkI::AppConfig::StringToDouble(std::string const&) [71] std::allocator<PsCourseworkI::Cell>::allocator() [156] void std::__uninitialized_fill_n_a<unsigned int*, unsigned long, unsigned int, unsigned int>(unsigned int*, unsigned long, unsigned int const&, std::allocator<unsigned int>&)
 [122] PsCourseworkI::AppConfig::Print() [72] std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [157] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [123] PsCourseworkI::AppConfig::AppConfig(std::string const&) [53] std::allocator<PsCourseworkI::Cell>::~allocator() [93] unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
 [124] PsCourseworkI::AppConfig::~AppConfig() [137] std::allocator<unsigned int>::allocator() [158] unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&)
  [18] PsCourseworkI::Landscape::ApplyRandomHares() [138] std::allocator<unsigned int>::~allocator() [94] void std::_Destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*)
  [19] PsCourseworkI::Landscape::ApplyRandomPumas() [73] unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [95] void std::_Destroy<PsCourseworkI::Cell*, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell*, std::allocator<PsCourseworkI::Cell>&)
  [20] PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [74] void std::_Destroy_aux<true>::__destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [59] void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*)
   [2] PsCourseworkI::Landscape::Update() [58] void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [60] void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&)
  [21] PsCourseworkI::Landscape::InitHalos() [75] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [37] bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
   [5] PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [76] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [38] std::operator|(std::_Ios_Openmode, std::_Ios_Openmode)
 [125] PsCourseworkI::Landscape::~Landscape() [77] std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [31] operator new(unsigned long, void*)
